-320,407,3364,240,-192,-4404,-691,94,567
-320,407,3364,233,-165,-4762,-549,-53,498
-320,407,3364,163,-210,-4702,-234,-228,441
-271,309,3387,103,-487,-4334,77,-294,352
-271,309,3387,32,-262,-3983,199,-287,318
-271,309,3387,164,-180,-4150,293,-344,262
-271,309,3387,128,-122,-3889,462,-230,255
-271,309,3387,-36,-76,-3775,610,-238,175
-167,452,3402,-109,-90,-3640,684,-300,29
-167,452,3402,-129,-78,-3592,758,-398,-127
-167,452,3402,-90,32,-3346,718,-358,-244
-167,452,3402,159,121,-3284,594,-230,-348
-92,654,3336,309,273,-3830,392,33,-324
-92,654,3336,365,405,-3880,401,185,-232
-92,654,3336,254,438,-3748,451,174,-197
-92,654,3336,109,422,-3632,365,70,-287
-92,654,3336,615,525,-3556,257,-13,-295
-200,729,3263,796,460,-3859,69,18,-146
-200,729,3263,584,410,-4059,-24,0,25
-200,729,3263,-24,310,-4300,-128,-251,-16
-200,729,3263,-226,374,-4117,-354,-490,-189
-208,661,3325,-32,648,-4539,-666,-267,-301
-208,661,3325,543,733,-5389,-639,-231,-192
-208,661,3325,364,585,-5149,-361,117,30
-208,661,3325,-254,246,-4427,-176,145,19
-208,661,3325,-584,226,-3772,-229,16,-236
-166,469,3397,-173,303,-3432,-443,0,-472
-166,469,3397,368,290,-3251,-622,42,-507
-166,469,3397,323,391,-3939,-625,183,-430
-166,469,3397,257,185,-4050,-421,177,-303
-258,239,3432,-13,2,-3966,-49,8,-366
-258,239,3432,94,-138,-3247,71,-33,-396
-258,239,3432,261,-167,-2853,-63,21,-390
-258,239,3432,319,-169,-3286,-93,40,-366
-258,239,3432,193,-143,-3565,-54,39,-326
-333,128,3469,434,-120,-3842,-37,29,-267
-333,128,3469,357,-95,-3916,50,-22,-209
-333,128,3469,473,-100,-4316,244,-101,-151
-333,128,3469,644,-105,-4302,384,-9,-21
-381,98,3423,631,-239,-3981,364,115,133
-381,98,3423,610,-290,-4255,232,110,167
-381,98,3423,653,-259,-4661,152,96,214
-381,98,3423,706,-150,-5020,119,-20,243
-381,98,3423,671,27,-5488,228,-191,255
-398,189,3349,893,43,-5503,428,-259,327
-398,189,3349,704,-108,-5081,515,-305,467
-398,189,3349,140,-344,-4633,329,-526,420
-398,189,3349,192,-170,-5359,-254,-797,185
-252,351,3409,802,308,-6242,88,-768,183
-252,351,3409,1236,462,-6148,582,-396,507
-252,351,3409,918,36,-4485,896,-91,780
-252,351,3409,275,-427,-3486,755,-96,797
-252,351,3409,165,-479,-3397,436,-398,586
-82,556,3399,259,-255,-3747,240,-608,433
-82,556,3399,440,-22,-3896,269,-681,339
-82,556,3399,516,60,-3911,372,-510,435
-82,556,3399,318,0,-3700,545,-389,493
165,730,3444,358,-20,-3343,697,-248,561
165,730,3444,236,-162,-2722,750,-113,464
165,730,3444,612,-78,-2442,588,48,452
165,730,3444,666,-76,-2245,389,169,512
250,953,3288,560,-132,-2454,92,167,546
250,953,3288,568,-72,-3046,-59,88,509
250,953,3288,-157,37,-4004,73,8,349
250,953,3288,-73,-39,-3752,250,-161,45
250,953,3288,54,-25,-3761,254,-122,-101
325,1042,3273,-168,-36,-3900,198,24,-208
325,1042,3273,-58,44,-3874,119,139,-374
325,1042,3273,57,157,-3972,-90,267,-464
325,1042,3273,126,132,-4701,-176,281,-476
128,967,3282,32,48,-4652,-34,224,-401
128,967,3282,-392,-104,-3789,-172,42,-509
128,967,3282,-537,-31,-4054,-673,69,-771
128,967,3282,196,479,-5015,-1062,483,-890
128,967,3282,768,726,-5677,-944,872,-627
-141,658,3410,197,473,-5541,-515,829,-412
-141,658,3410,-225,195,-4563,-212,412,-454
-141,658,3410,60,286,-3775,-278,114,-518
-141,658,3410,886,466,-3938,-465,112,-308
-351,441,3373,71,143,-4726,-257,212,-10
-351,441,3373,-738,-107,-4716,162,118,-176
-351,441,3373,-331,-218,-4053,538,-28,-359
-351,441,3373,-141,-189,-3376,604,-57,-355
-351,441,3373,-310,-418,-3199,591,-70,-354
-444,478,3338,-448,-466,-3268,543,-117,-437
-444,478,3338,-205,-389,-3219,505,-49,-532
-444,478,3338,-35,-325,-3508,402,157,-445
-444,478,3338,36,-496,-3679,398,308,-352
-570,532,3253,30,-699,-3961,317,418,-330
-570,532,3253,438,-720,-4209,215,467,-301
-570,532,3253,558,-564,-5145,214,362,-226
